TIME,battery_life,transducer_depth,turbidity,water_temperature,wave_height,wave_period
2014-07-11 21:00:00,11.7,1.609,0.78,19.2,0.138,4.0
2014-07-11 22:00:00,11.7,1.575,0.97,19.0,0.13,3.0
2014-07-11 23:00:00,11.7,1.583,0.7,19.2,0.132,2.0
2014-07-12 00:00:00,11.7,1.583,0.7,19.2,0.132,2.0
2014-07-12 01:00:00,11.7,1.603,0.85,18.6,0.108,7.0
2014-07-12 02:00:00,11.7,1.592,1.02,18.0,0.092,7.0
2014-07-12 03:00:00,11.7,1.606,0.99,17.6,0.1,6.0
2014-07-12 04:00:00,11.7,1.601,0.78,18.3,0.084,4.0
2014-07-12 05:00:00,11.7,1.543,0.82,18.1,0.082,5.0
2014-07-12 06:00:00,11.7,1.562,0.76,17.9,0.075,4.0
2014-07-12 07:00:00,11.7,1.561,1.06,17.5,0.079,8.0
2014-07-12 08:00:00,11.7,1.538,0.85,17.3,0.083,7.0
2014-07-12 09:00:00,11.7,1.514,0.75,17.1,0.08,7.0
2014-07-12 10:00:00,11.7,1.616,0.95,17.0,0.079,6.0
2014-07-12 11:00:00,11.7,1.535,1.37,16.4,0.085,4.0
2014-07-12 12:00:00,11.7,1.583,1.21,15.6,0.082,4.0
2014-07-12 13:00:00,11.7,1.493,1.02,15.3,0.077,4.0
2014-07-12 14:00:00,11.7,1.489,1.05,15.2,0.089,3.0
2014-07-12 15:00:00,11.7,1.538,0.97,14.5,0.086,3.0
2014-07-12 16:00:00,11.7,1.547,1.15,14.0,0.093,10.0
2014-07-12 17:00:00,11.7,1.568,1.1,13.6,0.095,4.0
2014-07-12 18:00:00,11.6,1.519,1.08,13.3,0.093,8.0
2014-07-12 19:00:00,11.7,1.502,0.86,13.1,0.102,7.0
2014-07-12 20:00:00,11.6,1.553,0.71,12.5,0.113,6.0
2014-07-12 21:00:00,11.6,1.484,0.69,13.8,0.095,6.0
2014-07-12 22:00:00,11.6,1.538,0.68,13.1,0.101,4.0
2014-07-12 23:00:00,11.6,1.446,0.66,12.8,0.1,8.0
2014-07-13 00:00:00,11.6,1.675,1.26,12.9,0.095,4.0
2014-07-13 01:00:00,11.6,1.575,0.7,12.9,0.117,7.0
2014-07-13 02:00:00,11.6,1.368,0.67,13.1,0.104,7.0
2014-07-13 03:00:00,11.6,1.591,0.65,13.0,0.106,6.0
2014-07-13 04:00:00,11.6,1.597,0.61,13.1,0.115,5.0
2014-07-13 05:00:00,11.6,1.517,0.64,13.6,0.109,10.0
2014-07-13 06:00:00,11.6,1.54,0.75,14.3,0.103,3.0
2014-07-13 07:00:00,11.6,1.512,0.76,14.4,0.113,4.0
2014-07-13 08:00:00,11.6,1.496,0.78,14.8,0.13,3.0
2014-07-13 09:00:00,11.6,1.538,0.82,15.0,0.149,3.0
2014-07-13 10:00:00,11.6,1.587,0.47,16.0,0.156,3.0
2014-07-13 11:00:00,11.6,1.506,0.44,16.8,0.158,2.0
2014-07-13 12:00:00,11.6,1.499,0.37,17.1,0.18,3.0
2014-07-13 13:00:00,11.6,1.549,0.37,17.7,0.186,3.0
2014-07-13 14:00:00,11.6,1.554,0.33,20.2,0.165,3.0
2014-07-13 15:00:00,11.6,1.594,0.32,20.4,0.172,3.0
2014-07-13 16:00:00,11.6,1.532,0.46,20.5,0.161,3.0
2014-07-13 17:00:00,11.6,1.516,0.46,20.1,0.178,4.0
2014-07-13 18:00:00,11.6,1.519,0.68,20.9,0.162,4.0
2014-07-13 19:00:00,11.6,1.519,0.49,19.6,0.144,4.0
2014-07-13 20:00:00,11.6,1.497,0.65,19.4,0.153,7.0
2014-07-13 21:00:00,11.6,1.497,0.61,19.4,0.121,4.0
2014-07-13 22:00:00,11.6,1.47,0.61,19.0,0.1,5.0
2014-07-13 23:00:00,11.6,1.542,0.54,18.2,0.104,4.0
2014-07-14 00:00:00,11.6,1.5,0.61,16.9,0.102,4.0
2014-07-14 01:00:00,11.6,1.606,0.62,16.3,0.102,4.0
2014-07-14 02:00:00,11.6,1.58,0.54,17.1,0.134,4.0
2014-07-14 03:00:00,11.6,1.536,0.52,17.4,0.153,4.0
2014-07-14 04:00:00,11.5,1.575,0.55,17.3,0.161,2.0
2014-07-14 05:00:00,11.5,1.547,0.51,16.7,0.157,2.0
2014-07-14 06:00:00,11.5,1.537,0.53,16.5,0.128,2.0
2014-07-14 07:00:00,11.5,1.515,0.52,16.3,0.116,3.0
2014-07-14 08:00:00,11.5,1.518,0.39,17.3,0.1,7.0
2014-07-14 09:00:00,11.5,1.505,0.37,17.7,0.099,6.0
2014-07-14 10:00:00,11.5,1.469,0.41,17.8,0.102,6.0
2014-07-14 11:00:00,11.5,1.561,0.48,17.8,0.144,4.0
2014-07-14 12:00:00,11.5,1.594,0.52,17.9,0.206,2.0
2014-07-14 13:00:00,11.5,1.482,0.53,18.3,0.213,3.0
2014-07-14 14:00:00,11.5,1.589,0.63,18.9,0.199,3.0
2014-07-14 15:00:00,11.5,1.532,1.13,19.4,0.182,2.0
2014-07-14 16:00:00,11.5,1.577,0.67,19.5,0.177,2.0
2014-07-14 17:00:00,11.5,1.516,0.5,19.3,0.164,3.0
2014-07-14 18:00:00,11.5,1.544,0.52,19.2,0.165,3.0
2014-07-14 19:00:00,11.5,1.548,0.53,19.0,0.15,3.0
2014-07-14 20:00:00,11.5,1.527,0.6,18.9,0.165,3.0
2014-07-14 21:00:00,11.5,1.506,0.67,19.1,0.188,2.0
2014-07-14 22:00:00,11.5,1.527,0.48,18.6,0.185,2.0
2014-07-14 23:00:00,11.5,1.533,0.53,18.5,0.282,3.0
2014-07-15 00:00:00,11.5,1.588,0.63,18.4,0.301,3.0
2014-07-15 01:00:00,11.5,1.571,0.85,18.5,0.296,3.0
2014-07-15 02:00:00,11.5,1.599,1.06,18.3,0.302,4.0
2014-07-15 03:00:00,11.5,1.6,1.06,18.2,0.301,4.0
2014-07-15 04:00:00,11.5,1.606,1.2,18.2,0.319,4.0
2014-07-15 05:00:00,11.5,1.606,1.2,18.2,0.319,4.0
2014-07-15 06:00:00,11.5,1.555,1.46,18.1,0.293,4.0
2014-07-15 07:00:00,11.5,1.595,2.05,18.0,0.284,5.0
2014-07-15 08:00:00,11.5,1.595,2.05,18.0,0.284,5.0
2014-07-15 09:00:00,11.5,1.591,3.17,18.0,0.296,5.0
2014-07-15 10:00:00,11.5,1.573,4.91,18.0,0.315,4.0
2014-07-15 11:00:00,11.5,1.573,1.6,18.3,0.336,5.0
2014-07-15 12:00:00,11.4,1.6,1.82,18.5,0.386,5.0
2014-07-15 13:00:00,11.4,1.6,1.82,18.5,0.386,5.0
2014-07-15 14:00:00,11.4,1.583,2.22,18.7,0.324,5.0
2014-07-15 15:00:00,11.4,1.623,3.2,18.8,0.32,5.0
2014-07-15 16:00:00,11.4,1.607,2.48,18.7,0.339,5.0
2014-07-15 17:00:00,11.4,1.607,2.48,18.7,0.339,5.0
2014-07-15 18:00:00,11.4,1.607,2.48,18.7,0.339,5.0
2014-07-15 19:00:00,11.4,1.602,2.8,18.8,0.304,4.0
2014-07-15 20:00:00,11.4,1.661,3.73,18.7,0.351,4.0
