TIME,Discharge_Hoofdgemaal,Discharge_Sportlaan,Discharge_Emmastraat,Discharge_Kerkstraat,Precipitation,Temperature
2017-01-01 02:00:00,255.653,93.291,24.805,1.742,0.0,2.1
2017-01-01 03:00:00,240.232,98.391,31.567,28.681,0.0,2.0
2017-01-01 04:00:00,201.755,80.095,41.059,38.284,0.0,1.8
2017-01-01 05:00:00,182.099,58.851,37.859,39.891,0.0,1.4
2017-01-01 06:00:00,150.963,50.284,33.615,36.048,0.0,1.6
2017-01-01 07:00:00,131.477,42.49,35.589,35.283,0.0,1.6
2017-01-01 08:00:00,165.654,34.756,25.37,26.52,0.0,1.8
2017-01-01 09:00:00,238.283,43.195,23.986,19.303,0.0,1.7
2017-01-01 10:00:00,403.378,90.718,24.146,23.608,0.0,1.5
2017-01-01 11:00:00,516.844,122.712,25.138,23.998,0.0,1.3
2017-01-01 12:00:00,554.047,157.868,48.575,37.995,0.2,1.1
2017-01-01 13:00:00,545.476,163.766,84.199,70.496,0.0,1.0
2017-01-01 14:00:00,527.996,165.15,89.192,80.691,0.0,0.7
2017-01-01 15:00:00,485.489,165.076,95.202,101.806,0.4,0.6
2017-01-01 16:00:00,451.0,140.647,93.212,98.503,0.8,0.3
2017-01-01 17:00:00,447.162,125.239,86.6,85.184,1.1,0.3
2017-01-01 18:00:00,457.92,107.401,71.935,75.847,0.7,0.5
2017-01-01 19:00:00,472.376,106.021,59.667,67.035,0.3,0.5
2017-01-01 20:00:00,487.541,124.234,58.468,56.877,0.0,0.7
2017-01-01 21:00:00,510.16,143.348,61.119,58.137,0.0,1.0
2017-01-01 22:00:00,647.274,166.405,62.022,61.839,0.0,1.2
2017-01-01 23:00:00,735.552,218.33,61.428,60.732,0.0,1.7
2017-01-02 00:00:00,617.983,245.279,70.767,68.703,0.0,1.6
2017-01-02 01:00:00,429.052,208.676,88.944,78.73,0.0,1.8
2017-01-02 02:00:00,318.026,159.001,100.209,93.049,0.0,1.2
2017-01-02 03:00:00,267.524,112.944,99.827,105.661,0.0,1.9
2017-01-02 04:00:00,212.404,84.97,91.655,103.82,0.0,1.7
2017-01-02 05:00:00,202.445,65.823,71.57,84.605,0.0,1.8
2017-01-02 06:00:00,238.474,52.223,56.751,57.643,0.0,2.9
2017-01-02 07:00:00,289.953,56.138,45.228,48.585,0.0,2.9
2017-01-02 08:00:00,374.311,68.007,35.241,42.473,0.0,3.6
2017-01-02 09:00:00,471.432,102.014,36.879,35.618,0.0,3.8
2017-01-02 10:00:00,517.131,144.151,45.63,44.257,0.0,4.0
2017-01-02 11:00:00,565.868,157.35,62.867,56.45,0.0,3.1
2017-01-02 12:00:00,563.401,170.313,70.495,64.246,0.0,2.7
2017-01-02 13:00:00,515.142,173.407,80.166,71.184,0.0,2.6
2017-01-02 14:00:00,495.413,167.504,90.053,89.457,0.0,1.7
2017-01-02 15:00:00,455.192,160.111,90.474,90.995,0.0,1.2
2017-01-02 16:00:00,436.957,134.648,79.964,83.49,0.0,1.4
2017-01-02 17:00:00,466.888,129.002,63.901,77.475,0.0,1.5
2017-01-02 18:00:00,513.086,133.722,65.898,64.398,0.0,1.5
2017-01-02 19:00:00,511.673,147.555,69.581,61.153,0.0,1.1
2017-01-02 20:00:00,486.249,164.251,67.534,65.186,0.0,1.1
2017-01-02 21:00:00,448.389,153.09,75.272,73.89,0.0,0.9
2017-01-02 22:00:00,418.695,133.181,79.542,75.204,0.0,1.2
2017-01-02 23:00:00,376.196,119.143,67.513,68.482,0.0,1.9
2017-01-03 00:00:00,301.311,106.184,53.799,62.329,0.0,2.3
2017-01-03 01:00:00,277.995,92.61,48.933,60.352,0.0,1.8
2017-01-03 02:00:00,244.041,70.669,44.628,48.301,0.0,2.3
2017-01-03 03:00:00,213.874,50.006,36.834,37.405,0.0,2.4
2017-01-03 04:00:00,247.76,44.98,34.378,35.624,0.0,3.0
2017-01-03 05:00:00,254.526,46.922,30.068,33.682,0.0,3.3
2017-01-03 06:00:00,270.756,50.6,31.461,33.539,0.0,4.0
2017-01-03 07:00:00,335.491,59.391,30.943,33.362,0.0,5.2
2017-01-03 08:00:00,402.158,80.258,29.755,26.317,0.0,5.2
2017-01-03 09:00:00,488.07,107.508,40.802,30.91,0.0,5.3
2017-01-03 10:00:00,538.163,136.874,56.989,50.901,0.0,5.4
2017-01-03 11:00:00,553.587,156.683,66.492,62.351,0.0,5.3
2017-01-03 12:00:00,544.69,164.583,75.871,67.393,0.0,5.4
2017-01-03 13:00:00,511.218,158.435,90.307,85.763,0.0,5.5
2017-01-03 14:00:00,471.306,140.755,89.073,89.37,0.0,5.5
2017-01-03 15:00:00,432.113,126.547,82.462,86.269,0.0,6.0
2017-01-03 16:00:00,410.885,120.914,69.766,75.182,0.0,6.2
2017-01-03 17:00:00,460.716,118.702,56.624,61.74,0.0,6.4
2017-01-03 18:00:00,526.973,118.623,56.048,65.725,0.0,6.9
2017-01-03 19:00:00,536.665,152.161,59.383,56.914,0.1,6.9
2017-01-03 20:00:00,516.511,170.25,69.016,59.425,0.1,7.0
2017-01-03 21:00:00,465.141,157.453,85.947,78.143,0.3,7.2
2017-01-03 22:00:00,406.209,138.94,81.206,87.482,0.2,6.9
2017-01-03 23:00:00,354.502,120.735,70.166,75.845,0.2,6.5
2017-01-04 00:00:00,321.613,117.187,66.29,59.323,0.0,6.1
2017-01-04 01:00:00,304.892,101.29,55.304,62.163,0.0,5.5
2017-01-04 02:00:00,295.549,80.913,51.626,61.81,0.0,4.8
2017-01-04 03:00:00,359.581,72.277,48.485,47.643,0.1,4.5
2017-01-04 04:00:00,455.51,85.058,39.819,41.178,0.7,3.8
2017-01-04 05:00:00,432.654,106.418,32.497,35.343,0.0,3.1
2017-01-04 06:00:00,369.789,97.645,23.614,28.089,0.2,4.0
2017-01-04 07:00:00,382.845,94.961,25.099,24.459,0.3,4.8
2017-01-04 08:00:00,450.305,112.514,35.397,28.289,0.0,5.6
2017-01-04 09:00:00,557.078,138.47,36.364,36.012,0.4,4.5
2017-01-04 10:00:00,630.719,189.872,46.739,38.754,0.8,3.8
2017-01-04 11:00:00,635.31,221.271,71.169,63.162,0.1,3.4
2017-01-04 12:00:00,599.968,213.985,95.609,89.912,0.7,4.0
2017-01-04 13:00:00,578.947,192.058,99.943,90.542,0.0,3.8
2017-01-04 14:00:00,531.897,177.598,86.562,92.992,0.0,3.5
2017-01-04 15:00:00,772.235,168.587,76.607,86.664,0.0,3.8
2017-01-04 16:00:00,1103.293,288.481,120.469,83.065,0.0,3.3
2017-01-04 17:00:00,946.398,361.611,191.339,157.235,0.0,1.4
2017-01-04 18:00:00,723.714,297.815,196.519,201.124,0.0,1.0
2017-01-04 19:00:00,578.838,219.267,167.565,169.885,0.0,1.4
2017-01-04 20:00:00,525.057,203.758,172.283,172.381,0.0,1.7
2017-01-04 21:00:00,470.678,176.903,143.552,164.177,0.2,1.3
2017-01-04 22:00:00,401.312,148.821,103.348,121.858,0.0,1.3
2017-01-04 23:00:00,347.627,129.829,77.55,88.419,0.0,-0.1
2017-01-05 00:00:00,325.628,122.128,64.675,71.439,0.0,-0.6
2017-01-05 01:00:00,273.27,100.638,58.124,62.068,0.0,-0.4
2017-01-05 02:00:00,224.562,73.669,49.56,49.978,0.0,-0.2
2017-01-05 03:00:00,233.416,59.705,40.394,43.544,0.0,-1.2
2017-01-05 04:00:00,224.533,56.697,31.008,35.659,0.0,-1.2
2017-01-05 05:00:00,202.247,54.569,19.526,28.951,0.0,-0.5
2017-01-05 06:00:00,241.919,44.401,15.14,22.701,0.0,0.5
2017-01-05 07:00:00,308.276,60.257,16.045,16.045,0.0,0.6
2017-01-05 08:00:00,375.887,77.926,18.705,16.926,0.0,0.7
2017-01-05 09:00:00,464.675,104.132,26.601,17.725,0.0,0.7
2017-01-05 10:00:00,514.308,130.792,44.118,27.53,0.0,0.2
2017-01-05 11:00:00,514.564,146.209,59.869,51.874,0.0,-0.6
2017-01-05 12:00:00,513.68,157.631,63.877,66.128,0.0,-1.9
2017-01-05 13:00:00,511.849,150.448,72.608,73.357,0.0,-2.6
2017-01-05 14:00:00,437.196,141.301,70.6,70.7,0.0,-3.0
2017-01-05 15:00:00,406.596,129.038,72.697,67.484,0.0,-3.9
2017-01-05 16:00:00,424.628,115.08,63.513,63.16,0.0,-4.4
2017-01-05 17:00:00,431.196,120.891,51.964,61.399,0.0,-4.9
2017-01-05 18:00:00,475.81,123.941,46.916,52.413,0.0,-5.2
2017-01-05 19:00:00,510.769,134.779,48.222,46.323,0.0,-5.0
2017-01-05 20:00:00,473.545,156.362,62.99,56.831,0.0,-4.7
2017-01-05 21:00:00,432.084,146.004,66.833,58.163,0.0,-5.4
2017-01-05 22:00:00,396.809,125.03,67.377,70.177,0.0,-6.0
2017-01-05 23:00:00,356.694,124.163,60.246,65.893,0.0,-6.2
2017-01-06 00:00:00,316.884,110.911,53.833,50.334,0.0,-5.8
2017-01-06 01:00:00,253.091,90.646,53.242,58.773,0.0,-6.2
2017-01-06 02:00:00,212.863,72.02,42.182,50.664,0.0,-6.3
2017-01-06 03:00:00,202.116,60.14,35.761,36.099,0.0,-6.5
2017-01-06 04:00:00,191.238,42.352,34.561,35.414,0.0,-6.1
2017-01-06 05:00:00,192.066,36.672,25.111,31.033,0.0,-5.3
2017-01-06 06:00:00,214.703,41.279,15.35,23.745,0.0,-4.3
2017-01-06 07:00:00,290.335,47.273,15.359,18.24,0.0,-3.4
2017-01-06 08:00:00,381.891,71.445,16.484,16.484,0.0,-2.6
2017-01-06 09:00:00,456.649,97.046,25.58,16.688,0.0,-2.0
2017-01-06 10:00:00,506.256,135.345,40.977,26.758,0.0,-1.8
2017-01-06 11:00:00,534.453,158.078,54.711,47.454,0.0,-2.5
2017-01-06 12:00:00,518.452,153.005,66.251,62.464,0.0,-3.2
2017-01-06 13:00:00,491.365,146.907,72.918,65.01,0.0,-3.3
2017-01-06 14:00:00,462.114,146.484,70.829,67.812,0.0,-2.9
2017-01-06 15:00:00,421.823,126.725,70.418,76.22,0.0,-2.9
2017-01-06 16:00:00,415.901,117.611,66.809,68.477,0.0,-2.8
2017-01-06 17:00:00,452.057,115.328,55.202,57.5,0.0,-2.4
2017-01-06 18:00:00,476.584,114.812,48.284,57.535,0.0,-2.2
2017-01-06 19:00:00,468.086,141.17,58.085,57.705,0.0,-2.1
2017-01-06 20:00:00,451.059,158.223,65.746,55.131,0.0,-1.9
2017-01-06 21:00:00,413.556,141.015,68.477,63.809,0.0,-1.7
2017-01-06 22:00:00,369.251,125.288,69.359,80.024,0.1,-1.9
2017-01-06 23:00:00,338.236,116.415,59.527,70.777,0.8,-2.6
2017-01-07 00:00:00,321.92,104.364,58.398,58.29,0.5,-2.4
2017-01-07 01:00:00,266.802,80.985,49.61,49.431,0.3,-2.4
2017-01-07 02:00:00,238.974,75.695,47.086,43.34,0.1,-2.1
2017-01-07 03:00:00,221.325,64.079,44.903,46.124,0.4,-2.0
2017-01-07 04:00:00,194.792,42.599,33.26,39.372,0.0,-2.0
2017-01-07 05:00:00,179.48,42.005,24.212,32.262,0.1,-1.6
2017-01-07 06:00:00,184.237,39.751,15.565,23.361,0.1,-1.1
2017-01-07 07:00:00,231.426,39.053,15.007,15.673,0.0,-0.6
2017-01-07 08:00:00,339.161,50.055,17.918,15.424,0.0,-0.3
2017-01-07 09:00:00,506.183,85.536,24.746,15.636,0.0,-0.1
2017-01-07 10:00:00,627.433,140.703,33.992,26.379,0.0,0.1
2017-01-07 11:00:00,660.283,166.335,50.535,35.394,0.1,0.2
2017-01-07 12:00:00,684.409,196.399,63.927,56.768,0.1,0.4
2017-01-07 13:00:00,697.318,207.66,86.171,77.398,0.1,0.5
2017-01-07 14:00:00,730.897,200.184,100.598,90.364,0.0,0.8
2017-01-07 15:00:00,763.727,205.759,86.209,94.272,0.0,1.0
2017-01-07 16:00:00,764.539,233.524,88.287,93.287,0.0,1.4
2017-01-07 17:00:00,821.215,249.291,100.109,91.254,0.0,1.4
2017-01-07 18:00:00,896.487,265.929,117.166,102.483,0.0,1.7
2017-01-07 19:00:00,849.662,307.463,134.529,131.745,0.0,1.8
2017-01-07 20:00:00,762.353,326.963,137.227,140.797,0.0,1.9
2017-01-07 21:00:00,633.008,297.133,127.302,131.773,0.0,2.4
2017-01-07 22:00:00,514.464,238.77,119.94,125.723,0.0,2.9
2017-01-07 23:00:00,488.874,206.051,114.709,117.788,0.0,3.0
2017-01-08 00:00:00,548.722,199.648,97.809,100.858,0.0,3.0
2017-01-08 01:00:00,484.38,185.168,87.655,91.048,0.0,2.7
2017-01-08 02:00:00,395.021,154.172,83.992,86.592,0.0,2.9
2017-01-08 03:00:00,346.776,123.38,67.514,74.752,0.0,2.6
2017-01-08 04:00:00,292.467,97.846,53.854,60.502,0.0,2.7
2017-01-08 05:00:00,277.093,80.159,42.819,47.582,0.0,2.3
2017-01-08 06:00:00,269.315,71.734,37.6,42.857,0.0,2.1
2017-01-08 07:00:00,267.412,63.852,36.578,36.866,0.0,2.8
2017-01-08 08:00:00,352.945,64.724,35.526,35.679,0.0,3.3
2017-01-08 09:00:00,459.822,99.88,39.163,35.925,0.0,3.1
2017-01-08 10:00:00,542.513,145.663,47.781,44.371,0.0,2.8
2017-01-08 11:00:00,587.004,156.401,64.588,60.162,0.0,2.7
2017-01-08 12:00:00,601.658,153.849,75.06,68.139,0.0,1.8
2017-01-08 13:00:00,607.75,156.047,86.925,80.833,0.0,1.9
2017-01-08 14:00:00,546.93,157.395,96.44,91.706,0.0,1.6
2017-01-08 15:00:00,483.698,152.714,92.131,94.793,0.0,2.0
2017-01-08 16:00:00,450.932,135.948,85.82,87.342,0.0,1.7
2017-01-08 17:00:00,442.507,107.831,76.385,79.972,0.0,1.8
2017-01-08 18:00:00,451.297,117.568,67.681,70.45,0.0,1.2
2017-01-08 19:00:00,481.751,120.649,55.003,55.982,0.0,1.7
2017-01-08 20:00:00,445.998,130.139,65.578,68.321,0.0,1.7
2017-01-08 21:00:00,425.847,131.681,78.029,75.176,0.0,1.6
2017-01-08 22:00:00,388.304,120.67,64.168,70.377,0.0,1.6
2017-01-08 23:00:00,335.433,110.048,59.827,63.782,0.0,1.4
2017-01-09 00:00:00,291.452,104.594,53.153,54.439,0.0,1.2
2017-01-09 01:00:00,243.428,91.31,45.622,50.043,0.0,1.9
2017-01-09 02:00:00,206.723,72.621,46.991,46.29,0.0,1.9
2017-01-09 03:00:00,199.384,61.214,38.861,38.596,0.0,1.7
2017-01-09 04:00:00,186.336,47.855,28.263,32.851,0.0,2.0
2017-01-09 05:00:00,193.69,45.699,19.678,29.907,0.0,2.6
2017-01-09 06:00:00,250.438,48.267,17.279,23.096,0.0,2.8
2017-01-09 07:00:00,356.536,59.897,16.417,16.417,0.0,3.1
2017-01-09 08:00:00,448.566,94.321,25.491,16.669,0.0,3.5
2017-01-09 09:00:00,482.574,125.584,38.482,28.007,0.0,3.7
2017-01-09 10:00:00,479.077,146.065,51.858,41.444,0.3,4.0
2017-01-09 11:00:00,480.274,159.491,62.83,57.698,0.0,4.3
2017-01-09 12:00:00,478.395,154.203,70.393,72.677,0.0,4.4
2017-01-09 13:00:00,446.777,143.791,74.082,74.329,0.1,4.4
2017-01-09 14:00:00,426.786,133.117,64.847,66.868,0.3,4.6
2017-01-09 15:00:00,420.969,130.074,64.293,59.41,0.1,4.7
2017-01-09 16:00:00,437.849,125.188,60.459,60.213,0.0,4.7
2017-01-09 17:00:00,481.376,122.133,55.69,60.773,0.0,4.7
2017-01-09 18:00:00,535.817,135.335,57.157,60.686,0.0,4.7
2017-01-09 19:00:00,555.743,156.011,60.394,60.314,0.4,4.8
2017-01-09 20:00:00,506.854,177.145,74.459,62.172,0.5,4.8
2017-01-09 21:00:00,460.44,179.551,86.301,84.729,0.8,4.7
2017-01-09 22:00:00,486.932,156.546,91.389,98.605,0.5,4.5
2017-01-09 23:00:00,591.293,158.474,83.059,79.053,0.8,4.5
2017-01-10 00:00:00,748.397,209.905,73.652,74.291,0.8,4.4
2017-01-10 01:00:00,912.923,244.368,113.834,89.152,0.6,4.3
2017-01-10 02:00:00,1062.977,292.487,183.913,147.054,0.5,4.4
2017-01-10 03:00:00,1082.957,360.588,207.93,202.906,0.2,4.4
2017-01-10 04:00:00,870.366,368.323,204.41,206.499,0.0,4.0
2017-01-10 05:00:00,620.606,308.105,209.204,205.19,0.0,2.8
2017-01-10 06:00:00,560.668,225.583,200.745,206.811,0.0,4.6
2017-01-10 07:00:00,664.325,188.65,165.218,189.428,0.0,5.5
2017-01-10 08:00:00,708.488,222.719,124.85,142.574,0.0,6.2
2017-01-10 09:00:00,646.624,238.514,101.58,111.414,0.0,6.7
2017-01-10 10:00:00,569.441,191.488,94.903,96.635,0.0,6.2
2017-01-10 11:00:00,518.615,162.194,99.842,90.976,0.0,5.9
2017-01-10 12:00:00,515.98,159.279,103.201,107.732,0.0,5.2
2017-01-10 13:00:00,484.124,147.034,87.644,97.332,0.0,4.9
2017-01-10 14:00:00,436.536,124.891,67.109,66.736,0.0,4.6
2017-01-10 15:00:00,403.009,116.556,60.665,64.827,0.0,4.7
2017-01-10 16:00:00,408.224,118.957,48.878,60.716,0.0,4.6
2017-01-10 17:00:00,465.546,113.766,43.25,44.154,0.0,4.4
2017-01-10 18:00:00,540.603,125.222,46.504,46.614,0.0,4.2
2017-01-10 19:00:00,516.33,154.203,57.721,46.932,0.0,4.5
2017-01-10 20:00:00,462.175,175.493,63.255,54.887,0.0,4.8
2017-01-10 21:00:00,480.008,170.537,78.321,77.683,0.0,5.3
2017-01-10 22:00:00,449.713,155.257,81.938,83.292,0.3,5.5
2017-01-10 23:00:00,371.846,139.564,67.42,69.798,0.0,5.6
2017-01-11 00:00:00,302.891,126.474,59.033,61.457,0.0,5.7
2017-01-11 01:00:00,278.795,98.346,56.836,57.817,0.0,5.9
2017-01-11 02:00:00,242.426,69.897,46.04,51.593,0.0,5.9
2017-01-11 03:00:00,204.518,61.899,35.017,43.224,0.0,5.7
2017-01-11 04:00:00,195.455,49.789,34.533,33.748,0.2,6.0
2017-01-11 05:00:00,201.441,45.282,25.92,26.111,0.4,6.3
2017-01-11 06:00:00,273.868,40.424,15.723,17.453,0.3,7.3
2017-01-11 07:00:00,378.418,60.282,14.656,15.723,0.2,8.4
2017-01-11 08:00:00,462.059,100.0,15.427,20.575,0.0,9.2
2017-01-11 09:00:00,533.616,127.913,29.227,24.919,0.0,8.6
2017-01-11 10:00:00,586.996,148.972,51.015,36.694,0.0,8.3
2017-01-11 11:00:00,625.413,121.669,67.8,62.788,0.0,7.2
2017-01-11 12:00:00,595.987,170.484,76.7,76.211,0.0,6.8
2017-01-11 13:00:00,494.725,232.811,84.858,78.83,0.2,5.8
2017-01-11 14:00:00,432.326,172.398,86.115,84.101,0.0,6.2
2017-01-11 15:00:00,430.055,129.787,71.128,82.23,0.0,5.3
2017-01-11 16:00:00,443.941,128.594,61.279,69.041,0.0,5.4
2017-01-11 17:00:00,478.523,146.65,58.791,53.223,0.4,4.4
2017-01-11 18:00:00,536.44,157.18,49.277,50.422,0.0,4.9
2017-01-11 19:00:00,549.689,176.716,54.898,57.333,0.1,5.0
2017-01-11 20:00:00,494.944,199.605,75.078,66.269,0.0,4.8
2017-01-11 21:00:00,461.167,195.759,84.449,76.874,0.0,4.4
2017-01-11 22:00:00,438.86,190.012,86.865,87.494,0.0,4.6
2017-01-11 23:00:00,380.02,186.012,101.054,95.642,0.8,3.8
2017-01-12 00:00:00,300.686,152.89,96.219,90.808,0.0,4.6
2017-01-12 01:00:00,241.816,105.119,68.858,76.507,0.0,4.9
2017-01-12 02:00:00,212.765,74.806,53.524,63.676,0.0,4.8
2017-01-12 03:00:00,179.855,62.372,51.0,54.746,0.0,4.5
2017-01-12 04:00:00,177.139,49.3,45.562,51.142,0.0,4.3
2017-01-12 05:00:00,206.757,46.768,34.251,41.949,0.0,5.0
2017-01-12 06:00:00,269.712,51.892,25.157,30.228,0.0,5.9
2017-01-12 07:00:00,359.255,62.103,23.764,24.883,0.0,6.4
2017-01-12 08:00:00,406.113,92.745,24.387,22.292,0.0,6.3
2017-01-12 09:00:00,438.702,127.435,38.252,33.965,0.0,6.3
2017-01-12 10:00:00,464.072,137.548,59.556,46.568,1.3,4.8
2017-01-12 11:00:00,449.286,131.7,61.437,57.492,1.7,4.1
2017-01-12 12:00:00,422.728,130.425,65.914,69.35,0.5,3.8
2017-01-12 13:00:00,400.829,123.724,64.204,66.53,0.2,3.3
2017-01-12 14:00:00,406.522,123.375,58.062,55.5,0.9,3.2
2017-01-12 15:00:00,633.323,121.0,56.911,54.667,0.3,3.2
2017-01-12 16:00:00,924.874,190.44,53.855,54.709,0.6,3.5
2017-01-12 17:00:00,880.697,321.942,68.74,60.97,2.0,3.5
2017-01-12 18:00:00,737.989,327.641,133.054,101.61,2.3,3.0
2017-01-12 19:00:00,964.658,256.593,176.598,156.502,2.9,0.8
2017-01-12 20:00:00,1746.18,304.637,182.926,181.928,2.4,0.2
2017-01-12 21:00:00,2640.753,517.658,203.07,189.122,3.2,0.3
2017-01-12 22:00:00,3035.755,724.887,258.007,224.208,2.7,0.1
2017-01-12 23:00:00,3065.528,486.565,343.023,305.318,2.4,0.3
2017-01-13 00:00:00,2461.492,129.268,414.702,382.144,1.0,1.1
2017-01-13 01:00:00,1264.956,34.39,396.443,424.355,0.5,1.4
2017-01-13 02:00:00,517.232,0.023,317.215,362.208,0.0,2.3
2017-01-13 03:00:00,437.983,0.021,283.336,280.954,0.0,1.5
2017-01-13 04:00:00,826.923,0.023,269.311,276.656,0.0,1.6
2017-01-13 05:00:00,1313.221,0.046,233.562,260.996,0.0,1.5
2017-01-13 06:00:00,1533.265,0.057,182.815,204.508,0.0,1.5
2017-01-13 07:00:00,1476.207,14.255,181.531,169.106,0.0,2.2
2017-01-13 08:00:00,1294.644,495.312,230.427,205.293,0.0,2.8
2017-01-13 09:00:00,1283.345,1002.217,258.694,250.268,0.0,3.0
2017-01-13 10:00:00,1501.502,959.71,241.938,254.542,0.0,2.8
2017-01-13 11:00:00,1829.596,873.518,217.732,227.625,0.0,2.4
2017-01-13 12:00:00,2029.65,865.358,214.036,212.743,0.0,2.0
2017-01-13 13:00:00,1927.311,833.929,243.239,223.916,0.1,1.4
2017-01-13 14:00:00,1600.261,756.299,307.888,277.137,0.6,0.7
2017-01-13 15:00:00,1248.275,655.557,329.755,324.386,1.3,2.1
2017-01-13 16:00:00,1074.836,568.496,295.546,317.518,0.6,4.1
2017-01-13 17:00:00,1448.457,515.25,239.614,270.466,0.4,4.0
2017-01-13 18:00:00,2092.142,566.876,186.591,208.226,0.6,4.3
2017-01-13 19:00:00,2298.765,685.748,180.842,173.215,0.0,4.4
2017-01-13 20:00:00,2059.92,736.796,271.946,215.611,0.0,4.4
2017-01-13 21:00:00,1660.94,712.265,375.961,329.559,0.0,4.0
2017-01-13 22:00:00,1260.96,652.059,429.791,411.727,0.1,4.2
2017-01-13 23:00:00,963.953,581.166,419.836,437.627,0.0,3.6
2017-01-14 00:00:00,785.335,517.434,343.195,382.966,0.0,3.2
2017-01-14 01:00:00,635.769,469.894,306.366,313.007,0.0,2.5
2017-01-14 02:00:00,503.189,422.51,306.366,306.366,0.0,2.2
2017-01-14 03:00:00,397.236,397.486,301.336,304.761,0.0,0.8
2017-01-14 04:00:00,339.388,294.57,239.259,276.826,0.0,0.8
2017-01-14 05:00:00,309.618,176.827,150.58,193.8,0.1,1.3
2017-01-14 06:00:00,290.317,189.539,113.634,133.24,0.3,0.8
2017-01-14 07:00:00,333.331,133.814,97.097,100.738,0.0,2.3
2017-01-14 08:00:00,461.196,110.765,86.666,90.012,0.0,2.2
2017-01-14 09:00:00,598.762,149.374,87.765,84.724,0.9,1.1
2017-01-14 10:00:00,888.025,222.129,98.621,94.655,0.0,3.1
2017-01-14 11:00:00,1408.636,298.656,117.566,107.962,0.0,2.6
2017-01-14 12:00:00,1998.444,482.946,135.734,131.919,0.2,1.2
2017-01-14 13:00:00,2177.119,624.724,153.127,150.521,0.2,0.8
2017-01-14 14:00:00,1527.666,679.081,170.106,158.629,0.1,0.5
2017-01-14 15:00:00,865.03,591.702,229.73,200.46,0.4,0.0
2017-01-14 16:00:00,665.017,360.974,248.647,241.544,0.0,0.1
2017-01-14 17:00:00,616.389,248.209,206.455,229.656,0.0,-0.2
2017-01-14 18:00:00,650.513,246.848,174.646,194.834,0.0,0.0
2017-01-14 19:00:00,681.498,273.494,137.035,155.89,0.0,-0.3
2017-01-14 20:00:00,638.399,271.177,140.66,134.158,0.0,0.0
2017-01-14 21:00:00,513.005,252.856,158.532,147.809,0.0,-0.2
2017-01-14 22:00:00,438.025,209.519,156.589,158.07,0.0,-1.2
2017-01-14 23:00:00,440.969,167.711,140.039,149.093,0.0,-1.5
2017-01-15 00:00:00,394.206,152.921,115.375,126.562,0.0,-1.2
2017-01-15 01:00:00,332.818,134.152,102.962,111.858,0.0,-1.9
2017-01-15 02:00:00,293.583,117.606,100.747,108.752,0.0,-2.6
2017-01-15 03:00:00,253.324,101.761,96.182,99.163,0.0,-2.1
2017-01-15 04:00:00,235.049,80.602,87.253,92.078,0.3,-2.4
2017-01-15 05:00:00,217.979,64.143,83.53,83.59,0.0,-2.0
2017-01-15 06:00:00,213.821,63.272,79.598,74.206,0.3,0.7
2017-01-15 07:00:00,257.316,70.008,75.044,78.791,0.0,0.9
2017-01-15 08:00:00,347.056,74.572,73.868,74.89,0.0,1.4
2017-01-15 09:00:00,489.051,112.845,75.274,74.721,0.0,1.6
2017-01-15 10:00:00,612.257,155.954,82.752,83.556,0.0,2.4
2017-01-15 11:00:00,708.713,189.07,93.677,87.534,0.0,2.2
2017-01-15 12:00:00,785.037,201.984,112.598,99.532,0.0,1.5
2017-01-15 13:00:00,772.801,219.664,128.752,114.198,0.0,1.3
2017-01-15 14:00:00,680.006,238.198,135.532,132.077,0.0,-0.4
2017-01-15 15:00:00,586.163,217.544,143.759,142.167,0.1,0.7
2017-01-15 16:00:00,531.023,190.725,149.185,146.591,0.0,-0.4
2017-01-15 17:00:00,524.234,167.525,127.803,148.069,0.0,-1.6
2017-01-15 18:00:00,528.48,148.445,95.647,112.072,0.0,-2.0
2017-01-15 19:00:00,526.558,153.169,79.142,81.537,0.0,-1.8
2017-01-15 20:00:00,517.464,163.301,86.58,83.727,0.0,-1.8
2017-01-15 21:00:00,488.597,158.613,86.96,81.932,0.0,-2.7
2017-01-15 22:00:00,443.52,135.439,71.264,84.455,0.0,-2.6
2017-01-15 23:00:00,391.558,130.621,72.029,70.33,0.0,-2.2
2017-01-16 00:00:00,337.558,125.678,60.587,61.182,0.0,-2.3
2017-01-16 01:00:00,296.08,99.334,52.548,62.173,0.0,-2.9
2017-01-16 02:00:00,246.576,75.571,47.385,48.083,0.0,-4.3
2017-01-16 03:00:00,219.962,63.549,35.071,38.793,0.0,-4.4
2017-01-16 04:00:00,222.144,67.274,33.112,34.221,0.0,-5.0
2017-01-16 05:00:00,243.826,63.097,23.324,31.643,0.0,-4.9
2017-01-16 06:00:00,330.716,57.654,20.509,23.819,0.0,-4.9
2017-01-16 07:00:00,421.255,76.43,24.907,17.031,0.0,-4.7
2017-01-16 08:00:00,479.185,117.965,21.242,16.557,0.0,-4.2
2017-01-16 09:00:00,517.136,150.54,30.218,27.802,0.0,-4.1
2017-01-16 10:00:00,537.692,169.12,52.971,51.075,0.0,-4.4
2017-01-16 11:00:00,516.267,165.013,67.932,62.594,0.0,-4.7
2017-01-16 12:00:00,508.0,150.43,73.873,68.897,0.0,-4.7
2017-01-16 13:00:00,501.236,147.404,75.873,69.877,0.0,-6.0
2017-01-16 14:00:00,489.78,148.482,71.019,68.319,0.0,-6.5
